ride_id,customer_id,trip_distance,fare_amount,tpep_pickup_datetime,tpep_dropoff_datetime,status,order_id,customer_name,total,order_date,channel,trip_duration_minutes
2414.0,C179,25.24,1175.73,2024-11-10 00:57:00,2024-11-10 01:09:00,completed,,,,,,12.0
2415.0,C852,28.2,1272.89,2024-12-25 10:08:00,2024-12-25 11:16:00,cancelled,,,,,,68.0
2416.0,C335,13.26,484.13,2025-01-05 11:13:00,2025-01-05 11:59:00,completed,,,,,,46.0
2417.0,C837,11.87,302.82,2024-11-18 21:47:00,2024-11-18 23:13:00,completed,,,,,,86.0
2418.0,C173,27.95,640.19,2024-11-11 19:59:00,2024-11-11 20:48:00,completed,,,,,,49.0
2419.0,C856,16.87,905.0,2024-11-13 14:53:00,2024-11-13 15:53:00,completed,,,,,,60.0
2420.0,C740,14.87,678.55,2024-11-15 20:37:00,2024-11-15 20:53:00,completed,,,,,,16.0
2421.0,C392,27.42,585.63,2024-12-20 06:39:00,2024-12-20 08:07:00,cancelled,,,,,,88.0
2422.0,C943,24.24,1128.14,2024-11-17 12:18:00,2024-11-17 13:10:00,cancelled,,,,,,52.0
2423.0,C771,25.01,562.8,2025-01-02 06:34:00,2025-01-02 07:32:00,completed,,,,,,58.0
2424.0,C971,6.21,210.04,2024-12-20 21:51:00,2024-12-20 22:35:00,completed,,,,,,44.0
2425.0,C777,9.78,317.68,2024-11-13 06:16:00,2024-11-13 07:03:00,completed,,,,,,47.0
2426.0,C573,27.76,733.64,2024-12-27 20:04:00,2024-12-27 20:24:00,completed,,,,,,20.0
2427.0,C444,17.38,816.61,2024-11-15 17:30:00,2024-11-15 18:54:00,refunded,,,,,,84.0
2428.0,C118,28.94,986.57,2024-11-16 14:13:00,2024-11-16 15:09:00,cancelled,,,,,,56.0
2429.0,C339,14.59,805.55,2024-12-07 15:47:00,2024-12-07 17:14:00,cancelled,,,,,,87.0
2430.0,C278,17.95,732.63,2024-12-20 13:32:00,2024-12-20 14:32:00,cancelled,,,,,,60.0
2431.0,C858,14.24,434.83,2025-01-08 11:14:00,2025-01-08 12:41:00,cancelled,,,,,,87.0
2432.0,C503,7.91,322.31,2025-01-05 06:50:00,2025-01-05 08:05:00,completed,,,,,,75.0
2433.0,C665,9.57,466.32,2024-11-17 02:35:00,2024-11-17 03:10:00,completed,,,,,,35.0
2434.0,C693,2.82,144.78,2024-11-22 23:41:00,2024-11-23 00:13:00,cancelled,,,,,,32.0
2435.0,C760,13.15,478.04,2024-11-17 16:56:00,2024-11-17 17:12:00,completed,,,,,,16.0
2436.0,C442,26.69,642.18,2024-11-14 22:08:00,2024-11-14 22:23:00,completed,,,,,,15.0
2437.0,C216,25.31,1490.78,2025-01-02 14:42:00,2025-01-02 15:33:00,completed,,,,,,51.0
2438.0,C472,13.59,811.13,2024-12-02 07:30:00,2024-12-02 08:03:00,completed,,,,,,33.0
2439.0,C164,9.17,537.25,2024-12-28 23:41:00,2024-12-28 23:50:00,cancelled,,,,,,9.0
2440.0,C421,20.29,823.12,2024-11-06 15:09:00,2024-11-06 15:54:00,completed,,,,,,45.0
2441.0,C578,5.71,278.9,2024-11-11 11:09:00,2024-11-11 12:23:00,cancelled,,,,,,74.0
2442.0,C170,29.12,728.04,2024-12-07 15:16:00,2024-12-07 15:51:00,completed,,,,,,35.0
2443.0,C738,17.81,836.29,2024-12-14 20:18:00,2024-12-14 21:05:00,completed,,,,,,47.0
2444.0,C408,13.43,451.03,2024-12-31 04:38:00,2024-12-31 05:44:00,cancelled,,,,,,66.0
2445.0,C684,11.95,611.46,2025-01-07 22:36:00,2025-01-07 22:44:00,cancelled,,,,,,8.0
2446.0,C745,20.81,960.51,2024-12-12 11:09:00,2024-12-12 12:12:00,cancelled,,,,,,63.0
2447.0,C207,7.2,377.32,2024-12-16 14:33:00,2024-12-16 15:09:00,completed,,,,,,36.0
2448.0,C467,22.84,1095.97,2024-11-27 23:30:00,2024-11-27 23:54:00,completed,,,,,,24.0
2449.0,C543,19.79,524.42,2024-11-21 07:26:00,2024-11-21 07:49:00,completed,,,,,,23.0
2450.0,C955,20.85,922.82,2024-12-09 16:53:00,2024-12-09 17:47:00,completed,,,,,,54.0
2451.0,C886,13.3,388.45,2024-11-26 14:03:00,2024-11-26 14:10:00,completed,,,,,,7.0
2452.0,C213,26.57,1226.61,2024-11-29 06:09:00,2024-11-29 06:35:00,completed,,,,,,26.0
2453.0,C741,5.7,257.05,2024-11-19 22:18:00,2024-11-19 22:32:00,completed,,,,,,14.0
2454.0,C358,8.1,218.21,2024-12-12 02:09:00,2024-12-12 03:13:00,completed,,,,,,64.0
2455.0,C132,18.63,505.99,2025-01-01 19:29:00,2025-01-01 19:41:00,completed,,,,,,12.0
2456.0,C860,13.92,624.51,2024-12-04 01:53:00,2024-12-04 02:29:00,completed,,,,,,36.0
2457.0,C412,14.35,792.83,2024-12-01 09:45:00,2024-12-01 11:15:00,cancelled,,,,,,90.0
2458.0,C703,9.07,502.27,2024-12-24 23:21:00,2024-12-25 00:47:00,cancelled,,,,,,86.0
2459.0,C209,7.92,304.56,2024-11-14 18:32:00,2024-11-14 18:58:00,refunded,,,,,,26.0
2460.0,C375,4.18,97.57,2024-12-23 19:06:00,2024-12-23 20:15:00,refunded,,,,,,69.0
2461.0,C115,15.57,548.39,2024-11-12 18:11:00,2024-11-12 18:46:00,completed,,,,,,35.0
2462.0,C458,29.75,1600.14,2024-11-28 20:15:00,2024-11-28 20:23:00,completed,,,,,,8.0
2463.0,C776,3.27,181.73,2024-12-11 16:52:00,2024-12-11 18:10:00,completed,,,,,,78.0
2464.0,C211,8.86,200.05,2024-12-15 16:36:00,2024-12-15 17:58:00,cancelled,,,,,,82.0
2465.0,C138,8.85,428.27,2024-12-01 13:54:00,2024-12-01 14:26:00,completed,,,,,,32.0
2466.0,C444,23.84,917.07,2024-11-28 00:08:00,2024-11-28 01:25:00,completed,,,,,,77.0
2467.0,C506,1.79,59.73,2024-11-25 08:40:00,2024-11-25 09:37:00,completed,,,,,,57.0
2468.0,C655,28.62,734.52,2024-11-19 04:59:00,2024-11-19 05:35:00,cancelled,,,,,,36.0
2469.0,C717,26.64,1103.91,2024-11-27 08:37:00,2024-11-27 09:46:00,cancelled,,,,,,69.0
2470.0,C490,23.55,520.56,2025-01-02 07:53:00,2025-01-02 08:45:00,refunded,,,,,,52.0
2471.0,C646,18.64,668.6,2024-11-19 11:23:00,2024-11-19 12:39:00,completed,,,,,,76.0
2472.0,C895,20.03,1050.99,2024-11-21 08:09:00,2024-11-21 09:32:00,cancelled,,,,,,83.0
2473.0,C434,21.07,1065.75,2025-01-08 16:33:00,2025-01-08 17:25:00,cancelled,,,,,,52.0
2474.0,C971,29.35,762.4,2024-12-14 05:59:00,2024-12-14 07:14:00,completed,,,,,,75.0
2475.0,C802,9.7,208.54,2024-12-06 18:13:00,2024-12-06 19:27:00,refunded,,,,,,74.0
2476.0,C440,16.48,518.42,2025-01-01 21:33:00,2025-01-01 22:55:00,completed,,,,,,82.0
2477.0,C673,15.62,837.63,2024-12-07 00:19:00,2024-12-07 01:06:00,completed,,,,,,47.0
2478.0,C439,12.99,497.0,2024-12-24 16:05:00,2024-12-24 16:20:00,refunded,,,,,,15.0
2479.0,C307,8.46,275.41,2024-11-25 23:05:00,2024-11-26 00:21:00,completed,,,,,,76.0
2480.0,C251,9.39,345.27,2024-12-28 17:37:00,2024-12-28 18:27:00,completed,,,,,,50.0
2481.0,C118,29.19,1519.76,2024-11-02 02:58:00,2024-11-02 04:14:00,refunded,,,,,,76.0
2482.0,C572,9.19,439.98,2025-01-05 17:56:00,2025-01-05 19:10:00,cancelled,,,,,,74.0
2483.0,C993,10.92,426.32,2024-12-31 10:09:00,2024-12-31 10:42:00,completed,,,,,,33.0
2484.0,C631,8.71,386.29,2024-11-02 10:28:00,2024-11-02 11:38:00,cancelled,,,,,,70.0
2485.0,C753,14.98,731.2,2024-12-21 14:51:00,2024-12-21 15:40:00,completed,,,,,,49.0
2486.0,C596,13.62,634.09,2024-11-29 10:42:00,2024-11-29 11:13:00,completed,,,,,,31.0
2487.0,C714,28.77,1713.93,2025-01-09 06:25:00,2025-01-09 06:53:00,completed,,,,,,28.0
2488.0,C969,15.95,557.61,2024-11-15 00:12:00,2024-11-15 01:25:00,completed,,,,,,73.0
2489.0,C395,17.27,626.64,2024-11-27 13:15:00,2024-11-27 13:24:00,cancelled,,,,,,9.0
2490.0,C791,27.92,1640.71,2024-12-03 12:27:00,2024-12-03 12:59:00,refunded,,,,,,32.0
2491.0,C846,1.56,47.76,2024-11-22 07:09:00,2024-11-22 08:32:00,completed,,,,,,83.0
2492.0,C735,12.93,290.0,2024-11-13 22:25:00,2024-11-13 22:56:00,completed,,,,,,31.0
2493.0,C750,14.96,376.27,2024-11-29 19:32:00,2024-11-29 19:39:00,completed,,,,,,7.0
2494.0,C170,7.99,402.35,2025-01-05 16:36:00,2025-01-05 16:55:00,completed,,,,,,19.0
2495.0,C930,1.47,62.11,2025-01-07 10:42:00,2025-01-07 11:50:00,completed,,,,,,68.0
2496.0,C323,12.03,406.17,2024-12-06 20:44:00,2024-12-06 22:07:00,refunded,,,,,,83.0
2497.0,C264,24.69,867.81,2024-11-02 09:16:00,2024-11-02 09:42:00,completed,,,,,,26.0
2498.0,C992,7.86,424.64,2024-12-02 01:11:00,2024-12-02 02:05:00,completed,,,,,,54.0
2499.0,C215,18.65,880.03,2024-12-12 13:08:00,2024-12-12 14:06:00,completed,,,,,,58.0
2500.0,C806,29.91,1306.91,2024-12-03 06:26:00,2024-12-03 07:07:00,completed,,,,,,41.0
2501.0,C519,3.16,171.67,2024-12-03 19:15:00,2024-12-03 19:54:00,completed,,,,,,39.0
2502.0,C671,22.09,944.53,2024-12-17 00:32:00,2024-12-17 01:27:00,completed,,,,,,55.0
2503.0,C358,21.41,1194.25,2024-11-23 06:23:00,2024-11-23 06:43:00,refunded,,,,,,20.0
2504.0,C252,9.91,476.97,2024-12-11 20:30:00,2024-12-11 21:40:00,completed,,,,,,70.0
2505.0,C952,7.11,360.22,2024-11-27 03:18:00,2024-11-27 03:42:00,completed,,,,,,24.0
2506.0,C674,1.33,56.19,2024-12-21 23:08:00,2024-12-21 23:19:00,completed,,,,,,11.0
2507.0,C353,4.05,223.8,2024-12-07 20:13:00,2024-12-07 21:19:00,completed,,,,,,66.0
2508.0,C196,16.04,953.48,2024-12-11 06:35:00,2024-12-11 07:59:00,cancelled,,,,,,84.0
2509.0,C360,5.33,291.34,2024-11-20 19:24:00,2024-11-20 19:34:00,cancelled,,,,,,10.0
2510.0,C449,4.0,187.8,2024-12-03 20:13:00,2024-12-03 20:37:00,completed,,,,,,24.0
2511.0,C679,6.49,362.82,2024-11-25 00:24:00,2024-11-25 01:17:00,completed,,,,,,53.0
2512.0,C302,2.02,55.57,2024-12-22 03:17:00,2024-12-22 04:02:00,cancelled,,,,,,45.0
2513.0,C415,19.22,720.78,2024-11-29 08:22:00,2024-11-29 08:29:00,completed,,,,,,7.0
2514.0,C525,9.33,261.22,2024-11-18 00:43:00,2024-11-18 02:00:00,cancelled,,,,,,77.0
2515.0,C713,24.98,1496.38,2024-11-29 01:26:00,2024-11-29 01:39:00,completed,,,,,,13.0
2516.0,C371,15.51,383.87,2024-11-27 07:25:00,2024-11-27 07:56:00,completed,,,,,,31.0
2517.0,C796,2.94,150.78,2024-11-08 22:09:00,2024-11-08 23:02:00,cancelled,,,,,,53.0
2518.0,C703,3.6,160.32,2024-12-03 00:40:00,2024-12-03 01:31:00,completed,,,,,,51.0
2519.0,C843,1.93,63.55,2024-12-24 14:34:00,2024-12-24 15:04:00,completed,,,,,,30.0
2520.0,C957,11.9,659.05,2024-11-30 06:27:00,2024-11-30 07:43:00,completed,,,,,,76.0
2521.0,C722,21.31,971.62,2024-12-29 02:37:00,2024-12-29 03:57:00,completed,,,,,,80.0
2522.0,C273,18.46,705.24,2024-11-15 18:21:00,2024-11-15 18:56:00,cancelled,,,,,,35.0
2523.0,C610,6.52,178.21,2024-12-11 06:30:00,2024-12-11 07:16:00,completed,,,,,,46.0
2524.0,C693,4.69,141.14,2024-12-20 17:35:00,2024-12-20 18:43:00,completed,,,,,,68.0
2525.0,C376,26.44,984.9,2024-12-25 10:39:00,2024-12-25 11:49:00,completed,,,,,,70.0
2526.0,C305,9.56,222.3,2024-12-03 18:47:00,2024-12-03 19:24:00,refunded,,,,,,37.0
2527.0,C391,1.73,41.32,2024-11-11 00:03:00,2024-11-11 00:42:00,completed,,,,,,39.0
2528.0,C815,28.21,932.3,2024-12-19 19:06:00,2024-12-19 19:34:00,refunded,,,,,,28.0
2529.0,C820,6.67,249.02,2024-11-24 15:17:00,2024-11-24 15:36:00,completed,,,,,,19.0
2530.0,C863,27.57,699.23,2025-01-02 07:34:00,2025-01-02 08:36:00,completed,,,,,,62.0
2531.0,C827,13.4,451.47,2024-12-18 21:01:00,2024-12-18 21:42:00,completed,,,,,,41.0
2532.0,C100,13.79,367.36,2024-12-20 07:01:00,2024-12-20 08:20:00,completed,,,,,,79.0
2533.0,C960,5.14,162.88,2024-11-13 11:47:00,2024-11-13 12:14:00,cancelled,,,,,,27.0
2534.0,C967,25.6,678.29,2024-12-03 04:30:00,2024-12-03 05:10:00,cancelled,,,,,,40.0
2535.0,C528,11.08,657.2,2024-12-01 11:53:00,2024-12-01 12:29:00,completed,,,,,,36.0
2536.0,C305,13.45,733.53,2024-12-25 19:35:00,2024-12-25 20:01:00,completed,,,,,,26.0
2537.0,C485,3.45,147.98,2024-12-02 08:03:00,2024-12-02 09:10:00,completed,,,,,,67.0
2538.0,C484,23.38,1042.16,2024-12-20 01:06:00,2024-12-20 01:11:00,completed,,,,,,5.0
2539.0,C373,29.53,1554.74,2025-01-02 00:47:00,2025-01-02 01:31:00,completed,,,,,,44.0
2540.0,C874,9.36,376.48,2024-12-10 22:19:00,2024-12-10 23:47:00,completed,,,,,,88.0
2541.0,C856,22.48,664.51,2024-12-09 22:12:00,2024-12-09 23:09:00,completed,,,,,,57.0
2542.0,C712,6.99,349.45,2024-12-29 16:24:00,2024-12-29 16:58:00,completed,,,,,,34.0
2543.0,C910,15.69,791.73,2024-12-26 15:53:00,2024-12-26 16:15:00,completed,,,,,,22.0
2544.0,C645,10.41,439.84,2024-12-07 17:25:00,2024-12-07 17:47:00,cancelled,,,,,,22.0
2545.0,C552,3.43,105.67,2024-12-06 18:31:00,2024-12-06 19:59:00,completed,,,,,,88.0
2546.0,C614,2.34,126.85,2024-11-24 23:04:00,2024-11-24 23:29:00,completed,,,,,,25.0
2547.0,C631,28.3,1539.48,2024-11-12 14:06:00,2024-11-12 14:45:00,completed,,,,,,39.0
2548.0,C759,3.18,160.55,2024-12-04 17:43:00,2024-12-04 18:56:00,completed,,,,,,73.0
2549.0,C979,7.61,331.04,2024-11-23 04:28:00,2024-11-23 05:52:00,cancelled,,,,,,84.0
2550.0,C749,14.85,871.48,2024-11-05 00:42:00,2024-11-05 02:10:00,completed,,,,,,88.0
2551.0,C852,9.29,305.68,2024-12-05 11:31:00,2024-12-05 12:45:00,cancelled,,,,,,74.0
2552.0,C313,14.54,787.12,2024-12-30 00:19:00,2024-12-30 00:34:00,cancelled,,,,,,15.0
2553.0,C180,2.69,75.99,2024-12-31 11:27:00,2024-12-31 12:18:00,completed,,,,,,51.0
2554.0,C370,11.94,420.61,2025-01-01 12:59:00,2025-01-01 14:11:00,completed,,,,,,72.0
2555.0,C666,4.0,138.37,2024-11-14 04:41:00,2024-11-14 04:54:00,completed,,,,,,13.0
2556.0,C871,28.07,1095.07,2024-12-09 03:52:00,2024-12-09 04:52:00,completed,,,,,,60.0
2557.0,C840,19.33,836.39,2024-12-03 09:37:00,2024-12-03 10:27:00,completed,,,,,,50.0
2558.0,C183,8.3,412.79,2024-12-11 19:15:00,2024-12-11 19:43:00,completed,,,,,,28.0
2559.0,C972,13.75,525.74,2024-11-27 15:00:00,2024-11-27 15:51:00,cancelled,,,,,,51.0
2560.0,C908,20.55,795.74,2024-12-26 07:01:00,2024-12-26 08:00:00,cancelled,,,,,,59.0
2561.0,C704,20.35,1159.23,2024-11-19 03:06:00,2024-11-19 04:01:00,completed,,,,,,55.0
2562.0,C821,4.28,200.7,2024-11-13 03:44:00,2024-11-13 04:15:00,completed,,,,,,31.0
2563.0,C376,21.55,789.27,2024-12-30 14:03:00,2024-12-30 14:23:00,cancelled,,,,,,20.0
2564.0,C296,1.33,57.14,2024-11-02 08:15:00,2024-11-02 08:44:00,cancelled,,,,,,29.0
2565.0,C365,26.33,1377.45,2024-11-25 03:55:00,2024-11-25 05:23:00,completed,,,,,,88.0
2566.0,C955,5.52,132.23,2024-11-07 21:55:00,2024-11-07 22:50:00,completed,,,,,,55.0
2567.0,C612,15.8,900.11,2024-11-08 05:54:00,2024-11-08 07:15:00,completed,,,,,,81.0
2568.0,C546,12.53,275.07,2024-12-25 12:15:00,2024-12-25 12:55:00,completed,,,,,,40.0
2569.0,C710,10.8,451.68,2024-11-13 05:53:00,2024-11-13 06:51:00,refunded,,,,,,58.0
2570.0,C141,22.0,1199.46,2024-12-20 13:54:00,2024-12-20 14:17:00,refunded,,,,,,23.0
2571.0,C931,19.16,626.52,2024-11-07 11:07:00,2024-11-07 12:23:00,cancelled,,,,,,76.0
2572.0,C325,16.38,531.06,2024-11-14 14:32:00,2024-11-14 14:54:00,completed,,,,,,22.0
2573.0,C358,17.59,608.95,2024-12-13 12:58:00,2024-12-13 13:15:00,completed,,,,,,17.0
2574.0,C310,3.63,99.92,2024-11-22 14:36:00,2024-11-22 15:21:00,completed,,,,,,45.0
2575.0,C806,3.78,181.79,2024-11-06 20:49:00,2024-11-06 21:45:00,completed,,,,,,56.0
2576.0,C961,4.77,284.93,2024-11-10 15:51:00,2024-11-10 16:41:00,completed,,,,,,50.0
2577.0,C838,1.31,58.1,2024-12-23 07:55:00,2024-12-23 08:15:00,completed,,,,,,20.0
2578.0,C779,18.62,773.98,2024-11-08 04:39:00,2024-11-08 05:32:00,completed,,,,,,53.0
2579.0,C835,10.77,272.23,2024-11-18 18:32:00,2024-11-18 19:09:00,completed,,,,,,37.0
2580.0,C416,11.94,508.3,2024-12-19 23:50:00,2024-12-20 00:00:00,completed,,,,,,10.0
2581.0,C828,1.55,67.56,2024-11-04 17:30:00,2024-11-04 18:20:00,completed,,,,,,50.0
2582.0,C759,19.25,1049.31,2024-12-27 23:15:00,2024-12-28 00:27:00,completed,,,,,,72.0
2583.0,C650,24.86,579.27,2024-11-05 11:50:00,2024-11-05 12:19:00,cancelled,,,,,,29.0
2584.0,C236,10.27,603.23,2024-11-11 17:41:00,2024-11-11 18:15:00,completed,,,,,,34.0
2585.0,C899,9.27,529.83,2024-11-06 07:40:00,2024-11-06 08:14:00,completed,,,,,,34.0
2586.0,C801,27.58,1596.47,2024-12-19 02:06:00,2024-12-19 02:41:00,refunded,,,,,,35.0
2587.0,C846,1.27,42.49,2024-12-17 00:32:00,2024-12-17 02:00:00,completed,,,,,,88.0
2588.0,C201,12.33,480.62,2024-12-17 14:58:00,2024-12-17 15:49:00,completed,,,,,,51.0
2589.0,C212,13.17,327.77,2024-12-05 11:17:00,2024-12-05 11:40:00,completed,,,,,,23.0
2590.0,C879,25.23,1330.47,2024-12-11 17:54:00,2024-12-11 19:03:00,completed,,,,,,69.0
2591.0,C630,25.45,1377.43,2024-11-05 18:49:00,2024-11-05 19:22:00,completed,,,,,,33.0
2592.0,C214,19.79,1133.96,2024-12-11 10:00:00,2024-12-11 10:51:00,cancelled,,,,,,51.0
2593.0,C886,27.49,1199.17,2024-12-15 13:16:00,2024-12-15 14:07:00,completed,,,,,,51.0
2594.0,C457,1.13,33.47,2024-12-21 18:10:00,2024-12-21 18:55:00,completed,,,,,,45.0
2595.0,C364,15.62,402.03,2024-12-05 22:30:00,2024-12-05 23:47:00,refunded,,,,,,77.0
2596.0,C393,27.12,1597.79,2024-12-23 06:55:00,2024-12-23 07:35:00,completed,,,,,,40.0
2597.0,C592,4.51,205.63,2024-11-20 19:21:00,2024-11-20 19:56:00,cancelled,,,,,,35.0
2598.0,C480,21.73,617.92,2024-11-01 18:16:00,2024-11-01 18:51:00,completed,,,,,,35.0
2599.0,C126,4.22,128.28,2024-12-31 15:55:00,2024-12-31 16:33:00,completed,,,,,,38.0
2600.0,C892,15.3,744.58,2025-01-07 12:54:00,2025-01-07 13:35:00,refunded,,,,,,41.0
2601.0,C814,29.72,1307.5,2025-01-01 02:58:00,2025-01-01 03:53:00,completed,,,,,,55.0
2602.0,C461,28.13,741.67,2024-12-10 05:05:00,2024-12-10 05:31:00,completed,,,,,,26.0
2603.0,C552,16.11,420.47,2024-11-22 21:22:00,2024-11-22 22:09:00,completed,,,,,,47.0
2604.0,C948,6.64,156.2,2024-12-03 20:31:00,2024-12-03 21:33:00,completed,,,,,,62.0
2605.0,C395,1.9,100.79,2024-12-15 17:10:00,2024-12-15 17:20:00,cancelled,,,,,,10.0
2606.0,C636,1.22,72.44,2024-11-27 12:17:00,2024-11-27 12:37:00,completed,,,,,,20.0
2607.0,C967,21.71,989.96,2024-11-22 23:41:00,2024-11-23 00:06:00,completed,,,,,,25.0
2608.0,C506,29.34,1049.18,2024-11-02 15:45:00,2024-11-02 17:04:00,completed,,,,,,79.0
2609.0,C692,20.62,1086.62,2024-11-16 23:52:00,2024-11-17 00:15:00,completed,,,,,,23.0
2610.0,C434,23.37,643.2,2025-01-07 08:10:00,2025-01-07 08:51:00,refunded,,,,,,41.0
2611.0,C951,9.18,343.89,2024-11-02 19:37:00,2024-11-02 20:05:00,cancelled,,,,,,28.0
2612.0,C268,19.83,460.54,2024-11-22 18:00:00,2024-11-22 19:19:00,cancelled,,,,,,79.0
2613.0,C703,10.56,622.31,2024-12-18 03:23:00,2024-12-18 04:35:00,completed,,,,,,72.0
2614.0,C354,16.92,369.14,2024-11-15 05:28:00,2024-11-15 05:34:00,completed,,,,,,6.0
2615.0,C663,25.11,994.9,2024-12-25 12:44:00,2024-12-25 14:14:00,completed,,,,,,90.0
2616.0,C482,8.2,370.04,2024-11-17 23:39:00,2024-11-17 23:53:00,completed,,,,,,14.0
2617.0,C342,23.69,597.27,2024-12-15 22:44:00,2024-12-15 23:15:00,completed,,,,,,31.0
2618.0,C125,19.13,609.1,2024-12-02 07:06:00,2024-12-02 07:56:00,completed,,,,,,50.0
2619.0,C594,13.99,368.99,2024-11-09 17:44:00,2024-11-09 18:01:00,completed,,,,,,17.0
2620.0,C364,6.15,345.62,2024-12-09 05:16:00,2024-12-09 06:16:00,refunded,,,,,,60.0
2621.0,C522,4.92,226.14,2024-11-20 01:55:00,2024-11-20 02:22:00,completed,,,,,,27.0
2622.0,C323,24.64,1322.24,2024-12-27 11:05:00,2024-12-27 11:50:00,completed,,,,,,45.0
2623.0,C569,28.62,1576.9,2024-12-05 18:26:00,2024-12-05 19:56:00,completed,,,,,,90.0
2624.0,C230,20.8,956.96,2024-11-11 23:46:00,2024-11-12 00:05:00,completed,,,,,,19.0
2625.0,C987,25.5,983.9,2024-12-07 08:41:00,2024-12-07 09:36:00,cancelled,,,,,,55.0
2626.0,C514,22.24,793.92,2024-11-02 17:59:00,2024-11-02 18:29:00,cancelled,,,,,,30.0
2627.0,C751,17.06,608.02,2024-11-28 18:36:00,2024-11-28 19:48:00,completed,,,,,,72.0
2628.0,C899,9.48,425.9,2024-12-25 01:49:00,2024-12-25 02:28:00,completed,,,,,,39.0
2629.0,C954,18.83,967.18,2024-11-02 21:06:00,2024-11-02 22:27:00,completed,,,,,,81.0
2630.0,C793,27.23,852.41,2024-11-12 20:56:00,2024-11-12 21:04:00,completed,,,,,,8.0
2631.0,C212,1.24,63.0,2024-11-12 17:22:00,2024-11-12 17:59:00,completed,,,,,,37.0
2632.0,C883,27.23,1033.96,2024-12-24 14:53:00,2024-12-24 15:41:00,cancelled,,,,,,48.0
2633.0,C310,3.86,85.55,2024-11-24 03:31:00,2024-11-24 04:40:00,cancelled,,,,,,69.0
2634.0,C300,14.24,529.02,2024-11-24 18:21:00,2024-11-24 19:29:00,completed,,,,,,68.0
2635.0,C618,25.08,861.75,2025-01-05 00:17:00,2025-01-05 01:21:00,completed,,,,,,64.0
2636.0,C227,20.91,1158.97,2024-11-14 08:27:00,2024-11-14 09:33:00,completed,,,,,,66.0
2637.0,C213,5.1,158.9,2024-12-31 00:07:00,2024-12-31 00:22:00,completed,,,,,,15.0
2638.0,C225,28.22,1381.05,2024-12-10 22:33:00,2024-12-10 23:39:00,cancelled,,,,,,66.0
2639.0,C284,10.16,376.49,2025-01-08 23:38:00,2025-01-09 00:47:00,completed,,,,,,69.0
2640.0,C833,11.37,361.6,2025-01-08 00:24:00,2025-01-08 01:07:00,completed,,,,,,43.0
2641.0,C734,22.21,561.99,2024-12-13 21:50:00,2024-12-13 22:54:00,completed,,,,,,64.0
2642.0,C926,2.59,114.53,2024-11-11 14:08:00,2024-11-11 15:14:00,completed,,,,,,66.0
2643.0,C205,22.39,1309.41,2024-12-15 07:16:00,2024-12-15 08:09:00,completed,,,,,,53.0
2644.0,C275,22.61,560.01,2024-12-25 10:22:00,2024-12-25 10:41:00,completed,,,,,,19.0
2645.0,C523,7.47,216.43,2024-11-19 21:39:00,2024-11-19 22:13:00,completed,,,,,,34.0
2646.0,C164,11.5,689.77,2024-11-26 13:32:00,2024-11-26 14:17:00,completed,,,,,,45.0
2647.0,C547,9.04,350.19,2024-12-20 07:30:00,2024-12-20 08:49:00,completed,,,,,,79.0
2648.0,C839,12.26,495.1,2024-11-30 22:49:00,2024-11-30 23:32:00,completed,,,,,,43.0
2649.0,C303,25.71,949.34,2024-11-08 07:21:00,2024-11-08 08:28:00,completed,,,,,,67.0
2650.0,C966,2.04,97.43,2024-12-24 05:38:00,2024-12-24 06:31:00,completed,,,,,,53.0
2651.0,C969,4.53,232.91,2025-01-02 02:40:00,2025-01-02 03:09:00,completed,,,,,,29.0
2652.0,C310,17.89,435.57,2024-12-17 12:37:00,2024-12-17 12:50:00,completed,,,,,,13.0
2653.0,C116,13.9,681.79,2024-12-11 16:02:00,2024-12-11 17:24:00,completed,,,,,,82.0
2654.0,C330,21.76,660.48,2024-12-14 21:31:00,2024-12-14 22:54:00,completed,,,,,,83.0
2655.0,C356,26.42,1191.95,2024-12-28 16:53:00,2024-12-28 17:25:00,completed,,,,,,32.0
2656.0,C904,26.42,1172.38,2025-01-05 15:13:00,2025-01-05 16:25:00,completed,,,,,,72.0
2657.0,C940,9.0,506.28,2024-11-16 20:25:00,2024-11-16 21:17:00,cancelled,,,,,,52.0
2658.0,C356,10.49,382.95,2024-11-21 10:09:00,2024-11-21 11:01:00,completed,,,,,,52.0
2659.0,C996,24.21,1424.5,2024-12-18 13:57:00,2024-12-18 14:24:00,completed,,,,,,27.0
2660.0,C186,17.39,670.69,2024-11-19 22:46:00,2024-11-20 00:10:00,cancelled,,,,,,84.0
2661.0,C714,2.46,68.31,2024-11-13 03:46:00,2024-11-13 04:49:00,cancelled,,,,,,63.0
2662.0,C372,17.46,520.28,2024-12-10 19:04:00,2024-12-10 19:53:00,completed,,,,,,49.0
2663.0,C250,29.45,1615.58,2024-12-27 02:16:00,2024-12-27 02:31:00,completed,,,,,,15.0
2664.0,C284,26.2,556.57,2024-11-03 02:01:00,2024-11-03 02:08:00,completed,,,,,,7.0
2665.0,C282,10.39,588.21,2024-12-07 21:54:00,2024-12-07 22:23:00,completed,,,,,,29.0
2666.0,C260,5.63,312.34,2024-12-19 23:01:00,2024-12-19 23:08:00,completed,,,,,,7.0
2667.0,C847,29.14,1654.76,2025-01-05 14:45:00,2025-01-05 15:51:00,cancelled,,,,,,66.0
